longitude_(x),latitude_(y),Date,year,month,day,data_quality,max_temp_(°c),max_temp_flag,min_temp_(°c),min_temp_flag,mean_temp_(°c),mean_temp_flag,heat_deg_days_(°c),heat_deg_days_flag,cool_deg_days_(°c),cool_deg_days_flag,total_rain_(mm),total_rain_flag,total_snow_(cm),total_snow_flag,total_precip_(mm),total_precip_flag,snow_on_grnd_(cm),snow_on_grnd_flag,dir_of_max_gust_(10s_deg),dir_of_max_gust_flag,spd_of_max_gust_(km/h),spd_of_max_gust_flag
-114.01,51.12,2016-11-07,2016,11,7,,12.1,,-3.4,,4.4,,13.6,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-114.01,51.12,2016-11-08,2016,11,8,,21.8,,6.3,,14.1,,3.9,,0.0,,0.0,,0.0,,0.0,,,,26.0,,54,
-114.01,51.12,2016-11-09,2016,11,9,,20.6,,2.8,,11.7,,6.3,,0.0,,0.0,,0.0,,0.0,,,,1.0,,57,
-114.01,51.12,2016-11-10,2016,11,10,,12.7,,-1.9,,5.4,,12.6,,0.0,,0.0,,0.0,,0.0,,,,17.0,,54,
-114.01,51.12,2016-11-11,2016,11,11,,13.8,,-0.1,,6.9,,11.1,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-114.01,51.12,2016-11-12,2016,11,12,,15.7,,2.2,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,,,28.0,,46,
-114.01,51.12,2016-11-13,2016,11,13,,14.6,,-2.4,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,28.0,,37,
-114.01,51.12,2016-11-14,2016,11,14,,10.9,,-0.8,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,,,26.0,,43,
-114.01,51.12,2016-11-15,2016,11,15,,2.8,,-4.8,,-1.0,,19.0,,0.0,,0.4,,1.6,,1.8,,,,20.0,,33,
-114.01,51.12,2016-11-16,2016,11,16,,0.1,,-4.2,,-2.1,,20.1,,0.0,,0.0,,0.0,T,0.0,T,0.0,T,33.0,,37,
-114.01,51.12,2016-11-17,2016,11,17,,-2.0,,-4.8,,-3.4,,21.4,,0.0,,0.0,,0.7,,0.7,,1.0,,,,<31,
-114.01,51.12,2016-11-18,2016,11,18,,-2.6,,-5.0,,-3.8,,21.8,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,<31,
-114.01,51.12,2016-11-19,2016,11,19,,-0.3,,-5.1,,-2.7,,20.7,,0.0,,0.0,,0.0,,0.0,,0.0,T,16.0,,32,
-114.01,51.12,2016-11-20,2016,11,20,,5.1,,-7.8,,-1.4,,19.4,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-114.01,51.12,2016-11-21,2016,11,21,,10.0,,-3.0,,3.5,,14.5,,0.0,,0.0,,0.0,,0.0,,,,28.0,,39,
-114.01,51.12,2016-11-22,2016,11,22,,1.7,,-8.3,,-3.3,,21.3,,0.0,,0.0,,0.0,T,0.0,T,,,,,<31,
-114.01,51.12,2016-11-23,2016,11,23,,4.1,,-11.1,,-3.5,,21.5,,0.0,,0.0,,0.0,T,0.0,T,,,,,<31,
-114.01,51.12,2016-11-24,2016,11,24,,7.8,,-5.7,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,,,18.0,,37,
-114.01,51.12,2016-11-25,2016,11,25,,9.4,,-4.3,,2.6,,15.4,,0.0,,0.0,,0.0,,0.0,,,,27.0,,59,
-114.01,51.12,2016-11-26,2016,11,26,,9.3,,-7.4,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,,,16.0,,48,
-114.01,51.12,2016-11-27,2016,11,27,,7.6,,-7.7,,-0.1,,18.1,,0.0,,0.0,,0.0,,0.0,,,,4.0,,43,
-114.01,51.12,2016-11-28,2016,11,28,,2.2,,-4.1,,-1.0,,19.0,,0.0,,0.0,,0.0,T,0.0,T,0.0,T,34.0,,32,
-114.01,51.12,2016-11-29,2016,11,29,,2.4,,-7.4,,-2.5,,20.5,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-114.01,51.12,2016-11-30,2016,11,30,,-4.9,,-11.9,,-8.4,,26.4,,0.0,,0.0,,0.6,,0.2,,1.0,,,,<31,
-114.01,51.12,2016-12-01,2016,12,1,,0.4,,-5.0,,-2.3,,20.3,,0.0,,0.0,,2.2,,1.6,,2.0,,34.0,,39,
-114.01,51.12,2016-12-02,2016,12,2,,4.6,,-10.0,,-2.7,,20.7,,0.0,,0.0,,0.0,,0.0,,3.0,,27.0,,52,
-114.01,51.12,2016-12-03,2016,12,3,,5.2,,-4.9,,0.2,,17.8,,0.0,,0.0,,0.0,,0.0,,,,27.0,,46,
-114.01,51.12,2016-12-04,2016,12,4,,-2.7,,-11.1,,-6.9,,24.9,,0.0,,0.0,,6.0,,4.0,,0.0,T,35.0,,48,
-114.01,51.12,2016-12-05,2016,12,5,,-10.7,,-19.2,,-15.0,,33.0,,0.0,,0.0,,0.0,,0.0,,3.0,,34.0,,46,
-114.01,51.12,2016-12-06,2016,12,6,,-18.2,,-21.4,,-19.8,,37.8,,0.0,,0.0,,0.0,T,0.0,T,3.0,,35.0,,48,
-114.01,51.12,2016-12-07,2016,12,7,,-18.6,,-25.0,,-21.8,,39.8,,0.0,,0.0,,0.0,,0.0,,3.0,,34.0,,33,
-114.01,51.12,2016-12-08,2016,12,8,,-19.8,,-26.7,,-23.3,,41.3,,0.0,,0.0,,0.0,T,0.0,T,3.0,,,,<31,
-114.01,51.12,2016-12-09,2016,12,9,,-20.2,,-24.4,,-22.3,,40.3,,0.0,,0.0,,0.4,,0.4,,3.0,,16.0,,30,
-114.01,51.12,2016-12-10,2016,12,10,,,M,-23.6,E,,M,,M,,M,,M,,,,M,3.0,,,M,,M
-114.01,51.12,2016-12-11,2016,12,11,,-15.6,,-23.7,,-19.7,,37.7,,0.0,,0.0,,0.2,,0.2,,3.0,,35.0,,33,
-114.01,51.12,2016-12-12,2016,12,12,,-9.6,,-19.1,,-14.4,,32.4,,0.0,,0.0,,0.0,,0.0,,3.0,,31.0,,37,
-114.01,51.12,2016-12-13,2016,12,13,,-8.7,,-21.4,,-15.1,,33.1,,0.0,,0.0,,0.0,,0.0,,3.0,,32.0,,46,
-114.01,51.12,2016-12-14,2016,12,14,,-9.1,,-20.4,,-14.8,,32.8,,0.0,,0.0,,0.0,,0.0,,3.0,,,,<31,
-114.01,51.12,2016-12-15,2016,12,15,,-15.7,,-20.5,,-18.1,,36.1,,0.0,,0.0,,0.5,,0.4,,3.0,,,,<31,
-114.01,51.12,2016-12-16,2016,12,16,,-17.1,,-25.7,,-21.4,,39.4,,0.0,,0.0,,0.0,T,0.0,T,3.0,,,,<31,
-114.01,51.12,2016-12-17,2016,12,17,,-6.9,,-23.1,,-15.0,,33.0,,0.0,,0.0,,0.0,,0.0,,3.0,,28.0,,50,
-114.01,51.12,2016-12-18,2016,12,18,,1.1,,-8.2,,-3.6,,21.6,,0.0,,0.0,,0.0,,0.0,,2.0,,29.0,,74,
-114.01,51.12,2016-12-19,2016,12,19,,2.0,,-2.4,,-0.2,,18.2,,0.0,,0.0,,0.0,,0.0,,2.0,,28.0,,87,
-114.01,51.12,2016-12-20,2016,12,20,,3.7,,-3.8,,-0.1,,18.1,,0.0,,0.0,,0.0,,0.0,,2.0,,28.0,,63,
-114.01,51.12,2016-12-21,2016,12,21,,5.0,,-7.3,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,1.0,,29.0,,56,
-114.01,51.12,2016-12-22,2016,12,22,,7.3,,-3.6,,1.9,,16.1,,0.0,,0.0,,0.0,,0.0,,0.0,T,26.0,,59,
-114.01,51.12,2016-12-23,2016,12,23,,-2.3,,-11.1,,-6.7,,24.7,,0.0,,0.0,,8.2,,7.8,,0.0,T,11.0,,33,
-114.01,51.12,2016-12-24,2016,12,24,,-7.3,,-15.7,,-11.5,,29.5,,0.0,,0.0,,5.6,,5.6,,10.0,,,,<31,
-114.01,51.12,2016-12-25,2016,12,25,,-14.6,,-22.4,,-18.5,,36.5,,0.0,,0.0,,0.2,,0.2,,16.0,,33.0,,30,
-114.01,51.12,2016-12-26,2016,12,26,,-1.8,,-22.8,,-12.3,,30.3,,0.0,,0.0,,0.0,T,0.0,T,16.0,,27.0,,37,
-114.01,51.12,2016-12-27,2016,12,27,,1.1,,-6.5,,-2.7,,20.7,,0.0,,0.0,,0.0,,0.0,,15.0,,27.0,,69,
-114.01,51.12,2016-12-28,2016,12,28,,0.9,,-5.6,,-2.4,,20.4,,0.0,,0.0,,0.0,,0.0,,15.0,,29.0,,69,
-114.01,51.12,2016-12-29,2016,12,29,,-1.0,,-11.3,,-6.2,,24.2,,0.0,,0.0,,0.0,,0.0,,10.0,,27.0,,44,
-114.01,51.12,2016-12-30,2016,12,30,,-1.1,,-10.0,,-5.6,,23.6,,0.0,,0.0,,0.0,,0.0,,10.0,,29.0,,41,
-114.01,51.12,2016-12-31,2016,12,31,,-3.5,,-12.5,,-8.0,,26.0,,0.0,,0.2,,2.8,,2.2,,10.0,,,,<31,
-114.01,51.12,2016-01-01,2016,1,1,,1.2,,-12.0,,-5.4,,23.4,,0.0,,0.0,,0.0,,0.0,,11.0,,,,<31,
-114.01,51.12,2016-01-02,2016,1,2,,-1.6,,-16.8,,-9.2,,27.2,,0.0,,0.0,,0.0,,0.0,,11.0,,,,<31,
-114.01,51.12,2016-01-03,2016,1,3,,-2.7,,-16.3,,-9.5,,27.5,,0.0,,0.0,,0.0,,0.0,,11.0,,,,<31,
-114.01,51.12,2016-01-04,2016,1,4,,-2.0,,-12.9,,-7.5,,25.5,,0.0,,0.0,,0.0,,0.0,,10.0,,,,<31,
-114.01,51.12,2016-01-05,2016,1,5,,-7.1,,-13.8,,-10.5,,28.5,,0.0,,0.0,,0.0,,0.0,,10.0,,,,<31,
-114.01,51.12,2016-01-06,2016,1,6,,-8.6,,-16.6,,-12.6,,30.6,,0.0,,0.0,,0.0,T,0.0,T,10.0,,34.0,,35,
-114.01,51.12,2016-01-07,2016,1,7,,-9.5,,-15.6,,-12.6,,30.6,,0.0,,0.0,,4.8,,3.2,,11.0,,35.0,,37,
-114.01,51.12,2016-01-08,2016,1,8,,-13.1,,-22.3,,-17.7,,35.7,,0.0,,0.0,,0.0,T,0.0,T,13.0,,,,<31,
-114.01,51.12,2016-01-09,2016,1,9,,-5.0,,-25.5,,-15.3,,33.3,,0.0,,0.0,,0.0,T,0.0,T,13.0,,,,<31,
-114.01,51.12,2016-01-10,2016,1,10,,-1.0,,-16.2,,-8.6,,26.6,,0.0,,0.0,,0.0,,0.0,,13.0,,,,<31,
-114.01,51.12,2016-01-11,2016,1,11,,-2.1,,-10.0,,-6.1,,24.1,,0.0,,0.0,,0.0,,0.0,,13.0,,,,<31,
-114.01,51.12,2016-01-12,2016,1,12,,6.3,,-9.9,,-1.8,,19.8,,0.0,,0.0,,0.0,,0.0,,13.0,,28.0,,56,
-114.01,51.12,2016-01-13,2016,1,13,,8.7,,-4.7,,2.0,,16.0,,0.0,,0.0,,0.0,,0.0,,12.0,,29.0,,48,
-114.01,51.12,2016-01-14,2016,1,14,,1.1,,-3.8,,-1.4,,19.4,,0.0,,0.0,,0.4,,0.4,,11.0,,34.0,,37,
-114.01,51.12,2016-01-15,2016,1,15,,-3.7,,-12.7,,-8.2,,26.2,,0.0,,0.0,,2.3,,1.7,,11.0,,5.0,,35,
-114.01,51.12,2016-01-16,2016,1,16,,-12.7,,-17.5,,-15.1,,33.1,,0.0,,0.2,,1.0,,1.0,,11.0,,,,<31,
-114.01,51.12,2016-01-17,2016,1,17,,-12.3,,-17.9,,-15.1,,33.1,,0.0,,0.0,,0.4,,0.2,,11.0,,,,<31,
-114.01,51.12,2016-01-18,2016,1,18,,5.0,,-12.3,,-3.7,,21.7,,0.0,,0.0,,0.0,T,0.0,T,11.0,,1.0,,39,
-114.01,51.12,2016-01-19,2016,1,19,,5.3,,-9.8,,-2.3,,20.3,,0.0,,0.0,,0.0,,0.0,,10.0,,,,<31,
-114.01,51.12,2016-01-20,2016,1,20,,-6.1,,-11.2,,-8.7,,26.7,,0.0,,0.0,,0.2,,0.2,,9.0,,,,<31,
-114.01,51.12,2016-01-21,2016,1,21,,3.0,,-12.5,,-4.8,,22.8,,0.0,,0.0,,0.0,,0.0,,9.0,,,,<31,
-114.01,51.12,2016-01-22,2016,1,22,,9.4,,-4.8,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,9.0,,27.0,,41,
-114.01,51.12,2016-01-23,2016,1,23,,5.7,,-4.9,,0.4,,17.6,,0.0,,0.0,,0.0,T,0.2,,8.0,,36.0,,43,
-114.01,51.12,2016-01-24,2016,1,24,,-0.2,,-10.5,,-5.4,,23.4,,0.0,,0.0,,6.2,,5.2,,10.0,,34.0,,37,
-114.01,51.12,2016-01-25,2016,1,25,,1.8,,-13.5,,-5.9,,23.9,,0.0,,0.0,,0.0,,0.0,,13.0,,,,<31,
-114.01,51.12,2016-01-26,2016,1,26,,10.4,,-7.5,,1.5,,16.5,,0.0,,0.0,,0.0,,0.0,,10.0,,28.0,,61,
-114.01,51.12,2016-01-27,2016,1,27,,11.0,,0.7,,5.9,,12.1,,0.0,,0.0,,0.0,,0.0,,7.0,,28.0,,63,
-114.01,51.12,2016-01-28,2016,1,28,,12.8,,0.4,,6.6,,11.4,,0.0,,0.0,,0.0,,0.0,,4.0,,27.0,,43,
-114.01,51.12,2016-01-29,2016,1,29,,5.8,,-1.1,,2.4,,15.6,,0.0,,0.0,,0.0,,0.0,,3.0,,27.0,,46,
-114.01,51.12,2016-01-30,2016,1,30,,2.9,,-1.7,,0.6,,17.4,,0.0,,0.0,,0.0,,0.0,,2.0,,30.0,,41,
-114.01,51.12,2016-01-31,2016,1,31,,2.2,,-2.7,,-0.3,,18.3,,0.0,,0.0,,0.0,T,0.0,T,1.0,,,,<31,
-114.01,51.12,2016-02-01,2016,2,1,,-0.1,,-5.8,,-3.0,,21.0,,0.0,,0.0,,0.0,T,0.0,T,1.0,,,,<31,
-114.01,51.12,2016-02-02,2016,2,2,,-1.6,,-9.8,,-5.7,,23.7,,0.0,,0.0,,0.0,,0.0,,1.0,,,,<31,
-114.01,51.12,2016-02-03,2016,2,3,,-0.6,,-10.9,,-5.8,,23.8,,0.0,,0.0,,0.0,,0.0,,1.0,,,,<31,
-114.01,51.12,2016-02-04,2016,2,4,,5.8,,-5.1,,0.4,,17.6,,0.0,,0.0,,0.0,,0.0,,1.0,,30.0,,50,
-114.01,51.12,2016-02-05,2016,2,5,,10.0,,1.7,,5.9,,12.1,,0.0,,0.0,,0.0,,0.0,,1.0,,28.0,,52,
-114.01,51.12,2016-02-06,2016,2,6,,7.3,,-0.6,,3.4,,14.6,,0.0,,0.0,,0.0,,0.0,,1.0,,27.0,,72,
-114.01,51.12,2016-02-07,2016,2,7,,5.2,,-3.7,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,1.0,,28.0,,46,
-114.01,51.12,2016-02-08,2016,2,8,,13.9,,-5.8,,4.1,,13.9,,0.0,,0.0,,0.0,,0.0,,1.0,,28.0,,48,
-114.01,51.12,2016-02-09,2016,2,9,,16.4,,0.3,,8.4,,9.6,,0.0,,0.0,,0.0,,0.0,,0.0,,26.0,,33,
-114.01,51.12,2016-02-10,2016,2,10,,5.9,,-2.2,,1.9,,16.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,
-114.01,51.12,2016-02-11,2016,2,11,,7.6,,-3.1,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,
-114.01,51.12,2016-02-12,2016,2,12,,1.9,,-4.3,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,0.0,,15.0,,33,
-114.01,51.12,2016-02-13,2016,2,13,,7.8,,-4.9,,1.5,,16.5,,0.0,,0.0,,0.0,,0.0,,0.0,,28.0,,50,
-114.01,51.12,2016-02-14,2016,2,14,,9.4,,-1.5,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,27.0,,52,
-114.01,51.12,2016-02-15,2016,2,15,,8.8,,-2.6,,3.1,,14.9,,0.0,,0.0,,0.0,,0.0,,0.0,,34.0,,50,
-114.01,51.12,2016-02-16,2016,2,16,,10.5,,-5.2,,2.7,,15.3,,0.0,,0.0,,0.0,,0.0,,0.0,,30.0,,33,
-114.01,51.12,2016-02-17,2016,2,17,,6.1,,-2.6,,1.8,,16.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,
-114.01,51.12,2016-02-18,2016,2,18,,9.7,,-3.0,,3.4,,14.6,,0.0,,0.0,,0.0,,0.0,,,,28.0,,63,
-114.01,51.12,2016-02-19,2016,2,19,,6.7,,-0.2,,3.3,,14.7,,0.0,,0.2,,0.0,,0.2,,0.0,,32.0,,59,
-114.01,51.12,2016-02-20,2016,2,20,,3.8,,-7.5,,-1.9,,19.9,,0.0,,0.0,,0.0,,0.0,,0.0,,36.0,,37,
-114.01,51.12,2016-02-21,2016,2,21,,5.7,,-3.4,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,0.0,,30.0,,33,
-114.01,51.12,2016-02-22,2016,2,22,,6.6,,-6.8,,-0.1,,18.1,,0.0,,0.0,,0.0,,0.0,,0.0,,29.0,,35,
-114.01,51.12,2016-02-23,2016,2,23,,4.7,,-4.2,,0.3,,17.7,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,48,
-114.01,51.12,2016-02-24,2016,2,24,,4.1,,-10.5,,-3.2,,21.2,,0.0,,0.0,,0.0,,0.0,,0.0,,16.0,,39,
-114.01,51.12,2016-02-25,2016,2,25,,12.1,,-5.8,,3.2,,14.8,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-114.01,51.12,2016-02-26,2016,2,26,,16.9,,0.0,,8.5,,9.5,,0.0,,0.0,,0.0,,0.0,,,,27.0,,52,
-114.01,51.12,2016-02-27,2016,2,27,,12.2,,-0.7,,5.8,,12.2,,0.0,,0.4,,0.0,,0.4,,,,26.0,,54,
-114.01,51.12,2016-02-28,2016,2,28,,6.7,,-5.4,,0.7,,17.3,,0.0,,0.0,,0.0,T,0.0,T,0.0,,11.0,,43,
-114.01,51.12,2016-02-29,2016,2,29,,2.7,,-11.3,,-4.3,,22.3,,0.0,,0.0,,1.8,,1.6,,0.0,,11.0,,39,
-114.01,51.12,2016-03-01,2016,3,1,,5.9,,-7.1,,-0.6,,18.6,,0.0,,0.0,,0.0,,0.0,,0.0,,18.0,,37,
-114.01,51.12,2016-03-02,2016,3,2,,1.7,,-4.2,,-1.3,,19.3,,0.0,,0.5,,0.0,,0.5,,0.0,,18.0,,39,
-114.01,51.12,2016-03-03,2016,3,3,,12.5,,-4.0,,4.3,,13.7,,0.0,,0.0,T,0.0,,0.0,T,,,29.0,,63,
-114.01,51.12,2016-03-04,2016,3,4,,13.1,,-5.8,,3.7,,14.3,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-114.01,51.12,2016-03-05,2016,3,5,,17.0,,-3.3,,6.9,,11.1,,0.0,,0.0,,0.0,,0.0,,,,29.0,,65,
-114.01,51.12,2016-03-06,2016,3,6,,9.0,,-1.9,,3.6,,14.4,,0.0,,0.0,T,0.0,,0.0,T,,,28.0,,35,
-114.01,51.12,2016-03-07,2016,3,7,,11.9,,-3.3,,4.3,,13.7,,0.0,,0.0,,0.0,,0.0,,,,29.0,,39,
-114.01,51.12,2016-03-08,2016,3,8,,9.3,,-3.7,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,27.0,,39,
-114.01,51.12,2016-03-09,2016,3,9,,9.9,,-6.8,,1.6,,16.4,,0.0,,0.0,,0.0,,0.0,,,,29.0,,33,
-114.01,51.12,2016-03-10,2016,3,10,,15.7,,-2.4,,6.7,,11.3,,0.0,,0.0,,0.0,,0.0,,,,22.0,,91,
-114.01,51.12,2016-03-11,2016,3,11,,12.7,,-0.1,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,,,15.0,,43,
-114.01,51.12,2016-03-12,2016,3,12,,15.2,,-1.0,,7.1,,10.9,,0.0,,0.0,,0.0,,0.0,,,,27.0,,41,
-114.01,51.12,2016-03-13,2016,3,13,,9.2,,0.4,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,,,28.0,,56,
-114.01,51.12,2016-03-14,2016,3,14,,6.8,,-3.8,,1.5,,16.5,,0.0,,0.0,,0.4,,0.4,,0.0,,2.0,,43,
-114.01,51.12,2016-03-15,2016,3,15,,5.8,,-5.4,,0.2,,17.8,,0.0,,0.0,,0.0,T,0.0,T,0.0,,33.0,,50,
-114.01,51.12,2016-03-16,2016,3,16,,7.1,,-1.2,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,30.0,,50,
-114.01,51.12,2016-03-17,2016,3,17,,2.1,,-4.4,,-1.2,,19.2,,0.0,,0.0,,1.4,,1.3,,0.0,,1.0,,44,
-114.01,51.12,2016-03-18,2016,3,18,,3.8,,-8.9,,-2.6,,20.6,,0.0,,0.0,,0.0,T,0.0,T,0.0,,18.0,,37,
-114.01,51.12,2016-03-19,2016,3,19,,13.0,,-9.2,,1.9,,16.1,,0.0,,0.0,,0.0,,0.0,,0.0,,17.0,,39,
-114.01,51.12,2016-03-20,2016,3,20,,14.4,,-3.1,,5.7,,12.3,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,,37,
-114.01,51.12,2016-03-21,2016,3,21,,4.6,,-2.0,,1.3,,16.7,,0.0,,0.0,,0.0,T,0.0,T,,,,,<31,
-114.01,51.12,2016-03-22,2016,3,22,,3.9,,-4.6,,-0.4,,18.4,,0.0,,0.0,,0.0,T,0.0,T,,,11.0,,33,
-114.01,51.12,2016-03-23,2016,3,23,,11.1,,-7.4,,1.9,,16.1,,0.0,,0.0,,0.0,,0.0,,,,18.0,,32,
-114.01,51.12,2016-03-24,2016,3,24,,8.8,,-1.2,,3.8,,14.2,,0.0,,0.0,,0.6,,0.6,,0.0,,34.0,,44,
-114.01,51.12,2016-03-25,2016,3,25,,7.7,,-2.3,,2.7,,15.3,,0.0,,0.0,,0.0,T,0.0,T,0.0,,3.0,,33,
-114.01,51.12,2016-03-26,2016,3,26,,10.2,,-2.8,,3.7,,14.3,,0.0,,0.0,,0.0,,0.0,,,,21.0,,33,
-114.01,51.12,2016-03-27,2016,3,27,,10.4,,-4.0,,3.2,,14.8,,0.0,,0.0,T,0.0,,0.0,T,,,19.0,,39,
-114.01,51.12,2016-03-28,2016,3,28,,10.5,,1.0,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,35.0,,52,
-114.01,51.12,2016-03-29,2016,3,29,,12.2,,-0.1,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,34.0,,37,
-114.01,51.12,2016-03-30,2016,3,30,,13.5,,5.3,,9.4,,8.6,,0.0,,0.6,,0.0,,0.6,,,,33.0,,67,
-114.01,51.12,2016-03-31,2016,3,31,,11.1,,1.8,,6.5,,11.5,,0.0,,1.2,,0.0,,1.2,,,,36.0,,46,
-114.01,51.12,2016-04-01,2016,4,1,,19.4,,3.3,,11.4,,6.6,,0.0,,0.0,,0.0,,0.0,,,,33.0,,39,
-114.01,51.12,2016-04-02,2016,4,2,,20.9,,3.5,,12.2,,5.8,,0.0,,0.0,,0.0,,0.0,,,,27.0,,69,
-114.01,51.12,2016-04-03,2016,4,3,,15.3,,4.1,,9.7,,8.3,,0.0,,0.0,,0.0,,0.0,,,,16.0,,32,
-114.01,51.12,2016-04-04,2016,4,4,,13.8,,1.7,,7.8,,10.2,,0.0,,0.0,T,0.0,,0.0,T,,,33.0,,61,
-114.01,51.12,2016-04-05,2016,4,5,,14.1,,1.6,,7.9,,10.1,,0.0,,0.6,,0.0,,0.6,,,,34.0,,80,
-114.01,51.12,2016-04-06,2016,4,6,,14.6,,6.5,,10.6,,7.4,,0.0,,0.0,,0.0,,0.0,,,,28.0,,65,
-114.01,51.12,2016-04-07,2016,4,7,,16.3,,-2.6,,6.9,,11.1,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-114.01,51.12,2016-04-08,2016,4,8,,24.0,,0.9,,12.5,,5.5,,0.0,,0.0,,0.0,,0.0,,,,29.0,,52,
-114.01,51.12,2016-04-09,2016,4,9,,18.2,,3.0,,10.6,,7.4,,0.0,,0.0,T,0.0,,0.0,T,,,36.0,,78,
-114.01,51.12,2016-04-10,2016,4,10,,9.0,,-3.4,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,15.0,,37,
-114.01,51.12,2016-04-11,2016,4,11,,18.5,,-4.1,,7.2,,10.8,,0.0,,0.0,,0.0,,0.0,,,,28.0,,52,
-114.01,51.12,2016-04-12,2016,4,12,,18.6,,-0.1,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,,,22.0,,41,
-114.01,51.12,2016-04-13,2016,4,13,,16.6,,5.3,,11.0,,7.0,,0.0,,0.0,T,0.0,,0.0,T,,,32.0,,48,
-114.01,51.12,2016-04-14,2016,4,14,,9.1,,0.7,,4.9,,13.1,,0.0,,0.0,,0.0,,0.0,,,,4.0,,33,
-114.01,51.12,2016-04-15,2016,4,15,,14.1,,0.0,,7.1,,10.9,,0.0,,0.0,,0.0,,0.0,,,,17.0,,43,
-114.01,51.12,2016-04-16,2016,4,16,,16.8,,0.1,,8.5,,9.5,,0.0,,0.0,,0.0,,0.0,,,,8.0,,35,
-114.01,51.12,2016-04-17,2016,4,17,,20.6,,0.8,,10.7,,7.3,,0.0,,0.0,,0.0,,0.0,,,,18.0,,37,
-114.01,51.12,2016-04-18,2016,4,18,,24.0,,3.0,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,,,16.0,,57,
-114.01,51.12,2016-04-19,2016,4,19,,27.5,,4.1,,15.8,,2.2,,0.0,,0.0,,0.0,,0.0,,,,4.0,,35,
-114.01,51.12,2016-04-20,2016,4,20,,18.8,,7.1,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,35.0,,44,
-114.01,51.12,2016-04-21,2016,4,21,,23.6,,2.3,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,16.0,,54,
-114.01,51.12,2016-04-22,2016,4,22,,14.1,,3.6,,8.9,,9.1,,0.0,,0.0,,0.0,,0.0,,,,2.0,,43,
-114.01,51.12,2016-04-23,2016,4,23,,7.7,,1.5,,4.6,,13.4,,0.0,,1.0,,0.0,T,1.0,,,,,,<31,
-114.01,51.12,2016-04-24,2016,4,24,,6.7,,1.3,,4.0,,14.0,,0.0,,0.6,,0.0,,0.6,,,,12.0,,32,
-114.01,51.12,2016-04-25,2016,4,25,,6.1,,1.5,,3.8,,14.2,,0.0,,1.8,,0.0,,1.8,,,,,,<31,
-114.01,51.12,2016-04-26,2016,4,26,,11.0,,1.4,E,6.2,E,11.8,E,0.0,E,,M,,M,0.0,,,,,M,,M
-114.01,51.12,2016-04-27,2016,4,27,,12.0,,1.9,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,,,14.0,,41,
-114.01,51.12,2016-04-28,2016,4,28,,11.6,,2.3,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,,,16.0,,57,
-114.01,51.12,2016-04-29,2016,4,29,,11.6,,1.9,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,,,14.0,,48,
-114.01,51.12,2016-04-30,2016,4,30,,13.4,,5.1,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,,,21.0,,48,
-114.01,51.12,2016-05-01,2016,5,1,,21.0,,0.6,,10.8,,7.2,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-114.01,51.12,2016-05-02,2016,5,2,,25.9,,4.0,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,,,16.0,,35,
